filename,movement,subject,episode,label,dimensionless_jerk,duration_s,mean_acceleration_mm_s2,mean_jerk_mm_s3,mean_velocity_mm_s,n_frames,peak_acceleration_mm_s2,peak_jerk_mm_s3,peak_velocity_mm_s,range_x_mm,range_y_mm,range_z_mm,rms_jerk_mm_s3,sparc,std_jerk_mm_s3,std_velocity_mm_s,velocity_x_mean,velocity_y_mean,velocity_z_mean
m08_s09_e09_positions_inc.txt.gz,m08,s09,e09,1,-8.149479,1.980000,1638.485635,12997.317296,451.768758,198,3775.767662,53521.035650,722.967674,300.390016,335.605872,62.039116,15267.147259,-2.549566,8009.714634,203.397354,-4.061729,-33.892149,-4.411802
m08_s09_e10_positions_inc.txt.gz,m08,s09,e10,1,-7.957571,1.710000,2485.025438,20033.167898,523.847263,171,4242.388944,61481.955291,924.462954,343.079802,271.930935,58.450005,22098.356804,-2.638535,9327.891369,284.180362,14.937912,15.836342,5.817091
m08_s10_e01_positions_inc.txt.gz,m08,s10,e01,1,-9.440825,1.630000,250.731897,2562.810755,29.728231,163,543.277572,9782.905767,55.108710,12.503886,11.516203,7.442227,2971.583184,-2.441092,1504.096956,13.431483,3.694901,-6.276986,3.174925
m08_s10_e02_positions_inc.txt.gz,m08,s10,e02,1,-8.939854,1.840000,209.193306,1914.161900,30.406832,184,427.799094,9215.457881,64.734533,19.660894,10.668977,9.733964,2265.551837,-3.455743,1211.903192,12.680607,3.779048,5.099375,-3.283945
m08_s10_e03_positions_inc.txt.gz,m08,s10,e03,1,-8.389140,2.000000,136.152649,1379.177421,23.075031,200,354.961358,4064.842383,67.103986,17.385397,7.958188,4.622665,1573.554709,-3.709369,757.590960,15.071595,-0.585596,-3.029861,2.146443
m08_s10_e04_positions_inc.txt.gz,m08,s10,e04,1,-7.974540,1.980000,621.995193,4598.643116,128.446951,198,1241.630496,17385.732961,277.056886,44.433027,77.822888,77.889545,5360.688186,-2.494597,2754.897334,82.115165,-10.482163,0.472591,10.722873
m08_s10_e05_positions_inc.txt.gz,m08,s10,e05,1,-8.219564,2.080000,1172.673483,8128.605539,218.110615,208,2460.878799,31804.568845,479.613495,51.346293,117.710030,139.932103,9742.088590,-2.611394,5369.735756,125.337262,-9.687204,8.426661,2.835458
m08_s10_e06_positions_inc.txt.gz,m08,s10,e06,1,-8.650185,2.120000,1058.661547,8431.954495,198.619855,212,2231.603615,30710.434278,396.193281,62.248852,105.521614,133.988866,9699.898720,-2.651188,4794.807461,89.340096,12.720497,-21.535169,5.985647
m08_s10_e07_positions_inc.txt.gz,m08,s10,e07,1,-8.894778,1.950000,763.486445,6315.307541,117.073131,195,1647.812470,24739.686634,234.479530,71.601350,43.457015,28.155319,7354.099297,-2.888057,3768.244569,62.874820,-0.185748,22.513018,-11.653191
m08_s10_e08_positions_inc.txt.gz,m08,s10,e08,1,-8.374533,2.090000,1071.217506,8743.577135,214.663087,209,2249.209344,39183.170242,468.017069,101.662470,135.947984,137.993456,10198.796928,-2.671699,5250.268341,139.811494,16.493875,-14.062656,-1.502865
m08_s10_e09_positions_inc.txt.gz,m08,s10,e09,1,-9.112158,2.100000,704.657388,6554.914216,134.698711,210,1352.583494,23573.028581,238.312216,96.043455,86.989257,40.648521,7455.853738,-3.385515,3552.865685,50.965405,-46.225495,33.856206,-2.675117
m08_s10_e10_positions_inc.txt.gz,m08,s10,e10,1,-8.032971,2.080000,1345.440813,9643.918741,328.740218,208,2397.551900,39600.897760,610.620960,282.634397,107.168414,94.170615,11298.328403,-3.041279,5886.174990,164.380497,-6.830792,3.528951,4.616515
m09_s01_e01_positions_inc.txt.gz,m09,s01,e01,1,-9.413843,2.250000,802.678391,9353.524378,193.368274,225,2138.895712,24694.301470,329.393348,205.474061,66.945545,60.721648,10805.156573,-2.675401,5409.527732,94.962759,-20.092275,-25.879439,-9.608602
m09_s01_e02_positions_inc.txt.gz,m09,s01,e02,1,-9.473259,2.810000,886.384208,9298.364640,188.927345,281,2359.025474,23642.190841,455.914433,220.615981,62.196279,75.705365,11038.647580,-2.865593,5949.130643,141.021523,3.319950,-0.293731,0.100736
m09_s01_e03_positions_inc.txt.gz,m09,s01,e03,1,-8.791488,2.190000,1102.343319,10922.105160,255.175475,219,2918.162603,31233.457036,520.064211,248.150820,63.082855,74.317365,13014.820164,-2.796913,7077.652348,140.727118,-10.698226,-1.164341,-6.286044
m09_s01_e04_positions_inc.txt.gz,m09,s01,e04,1,-9.611460,3.170000,1255.070113,12119.802686,303.238253,317,3672.626403,47201.591154,694.385766,279.950521,145.501611,291.063179,15035.364871,-2.332145,8897.897485,199.061951,-3.975483,22.378627,-78.217418
m09_s01_e05_positions_inc.txt.gz,m09,s01,e05,1,-9.536138,2.180000,2299.559459,26110.465937,369.030254,218,5539.458034,76699.211061,874.368514,297.248724,100.951428,123.634307,31970.972395,-3.078572,18449.570305,249.889655,7.154941,0.189760,5.748164
m09_s01_e06_positions_inc.txt.gz,m09,s01,e06,1,-10.113818,2.720000,1856.643873,21521.029097,298.641246,272,4573.241320,61135.109070,727.600961,277.656274,117.326716,142.370411,25481.649432,-2.936359,13644.037687,205.113297,11.238367,1.355559,11.847229
m09_s01_e07_positions_inc.txt.gz,m09,s01,e07,1,-9.650090,2.690000,639.902525,8265.725429,216.565102,269,1961.990827,25429.764179,336.988794,254.345773,44.891981,242.340829,9516.504695,-2.861105,4716.104829,79.675197,-73.973994,-8.141501,19.953450
m09_s01_e08_positions_inc.txt.gz,m09,s01,e08,1,-8.967293,2.450000,2062.199614,18377.123126,454.764322,245,5148.824273,53363.505287,973.750888,415.860806,23.061536,213.869759,22486.494599,-2.905967,12958.541003,229.593049,6.676999,-0.191809,-11.634190
m09_s01_e09_positions_inc.txt.gz,m09,s01,e09,1,-9.308663,2.810000,1899.012632,18131.086235,429.831073,281,6470.484773,72692.787826,1087.495574,445.151453,16.275541,222.886801,24250.381689,-3.225612,16104.183433,262.324518,1.192555,-5.476221,0.573850
m09_s01_e10_positions_inc.txt.gz,m09,s01,e10,1,-9.274033,2.700000,2368.538422,22611.667113,503.021179,270,6168.926364,78419.135926,1225.765928,482.824460,51.057281,227.880774,28522.820555,-2.940827,17385.735613,290.746442,-3.025817,-3.991935,-11.157551
m09_s02_e01_positions_inc.txt.gz,m09,s02,e01,1,-7.173535,1.480000,1023.175874,7168.142542,231.103810,148,1561.803862,23864.233977,400.466716,173.076052,38.314300,98.255321,8033.175899,-2.455643,3626.244271,126.656903,-59.988959,12.390190,3.154636
m09_s02_e02_positions_inc.txt.gz,m09,s02,e02,1,-8.545679,2.380000,843.437565,6533.161073,218.354892,238,2000.973244,16938.575974,374.293299,197.517607,39.516922,131.069880,7311.680126,-2.511729,3283.058430,113.234657,5.677067,1.316288,-4.452776
m09_s02_e03_positions_inc.txt.gz,m09,s02,e03,1,-8.467726,2.620000,795.741855,6374.047463,195.785661,262,1385.102210,13535.503712,422.372159,196.311293,43.673428,121.011810,6870.472370,-2.780746,2564.158640,123.509453,-1.490621,-5.468950,-1.244174
m09_s02_e04_positions_inc.txt.gz,m09,s02,e04,1,-7.983122,2.690000,717.810352,4750.534258,193.124277,269,1559.465471,9842.165021,422.641168,163.458374,70.137591,179.884857,5186.284140,-2.449425,2080.857382,131.592803,-10.848027,4.659789,4.315558
m09_s02_e05_positions_inc.txt.gz,m09,s02,e05,1,-8.318676,2.350000,823.530263,5539.250794,223.058832,235,1824.225567,15512.849926,354.171373,165.330301,69.892995,178.836541,6294.904547,-2.540118,2990.405306,109.402104,18.526523,-2.004030,1.255869
m09_s02_e06_positions_inc.txt.gz,m09,s02,e06,1,-7.886317,2.510000,675.106087,4137.652097,196.885095,251,1368.557627,14242.017061,369.957873,152.078974,72.979113,177.376110,4798.811858,-2.603239,2430.726306,111.986101,9.720048,4.825857,-2.328770
m09_s02_e07_positions_inc.txt.gz,m09,s02,e07,1,-8.892085,3.850000,563.310846,4010.168234,157.443415,385,1753.677025,10634.841084,419.533349,135.504486,56.211548,244.519430,4736.603511,-2.784349,2520.706956,139.317050,3.026905,-1.862070,-6.332868
m09_s02_e08_positions_inc.txt.gz,m09,s02,e08,1,-9.686705,3.060000,1457.389600,13599.660073,272.142615,306,3502.844585,57267.615512,705.313756,139.233602,87.277226,357.024547,16720.200612,-2.723794,9726.991024,195.177562,-22.513242,15.397549,10.370190
m09_s02_e09_positions_inc.txt.gz,m09,s02,e09,1,-8.119924,1.960000,1756.757970,13224.306232,403.998981,196,3212.121747,46368.467422,701.707439,174.762193,58.234134,317.789707,14824.878924,-2.739833,6700.355199,226.892085,0.442947,-3.220283,-2.610763
m09_s02_e10_positions_inc.txt.gz,m09,s02,e10,1,-8.111843,2.290000,1387.818972,9856.092279,352.986584,229,2359.893595,25666.979478,646.726108,195.116119,55.143793,330.004617,10775.354159,-2.798267,4354.962945,211.298034,-4.133220,10.019508,8.283082
m09_s03_e01_positions_inc.txt.gz,m09,s03,e01,1,-9.432716,3.180000,759.541519,6933.038378,174.082712,318,2240.884662,18646.704431,401.095690,197.295133,53.779341,161.669838,7904.885015,-3.436249,3797.391993,127.980460,-3.667361,5.162063,-4.539453
m09_s03_e02_positions_inc.txt.gz,m09,s03,e02,1,-9.458485,3.240000,1134.481754,9530.043735,275.414111,324,2694.729764,31484.158138,608.119609,231.242708,185.484689,282.794145,11804.711072,-3.307762,6966.309633,206.141067,-3.115751,-0.756155,-18.151486
m09_s03_e03_positions_inc.txt.gz,m09,s03,e03,1,-9.942518,4.230000,829.327314,7562.691747,197.255085,423,2888.581773,23570.276595,531.755445,270.839431,52.486893,208.689782,8814.377567,-4.018003,4527.576110,150.055391,4.889667,1.009756,6.003320
m09_s03_e04_positions_inc.txt.gz,m09,s03,e04,1,-8.528884,2.340000,978.305695,7762.578752,209.883710,234,1784.428320,21221.882120,438.939985,215.133458,31.376207,100.938519,8721.778467,-3.419861,3976.404247,153.515433,-13.683212,0.982536,-11.659061
m09_s03_e05_positions_inc.txt.gz,m09,s03,e05,1,-9.624775,4.000000,1052.975081,8492.230841,267.977332,400,2656.332826,43549.509248,703.526317,288.627527,160.393448,327.518030,10818.912720,-3.740047,6703.050633,210.203488,1.742870,1.935484,-4.758782
m09_s03_e06_positions_inc.txt.gz,m09,s03,e06,1,-9.166563,3.450000,1116.160621,8945.763102,303.485834,345,2718.226020,48698.519573,731.048431,286.255770,137.950450,327.501413,11161.214121,-3.131658,6674.280723,217.819380,4.528395,-1.477895,-1.471828
m09_s03_e07_positions_inc.txt.gz,m09,s03,e07,1,-9.520938,4.350000,837.524685,6873.610360,228.372180,435,1880.353325,32290.961002,629.728938,260.320180,50.020757,337.879445,8107.093375,-2.664454,4298.656024,182.549664,-1.538190,0.993882,3.493362
m09_s03_e08_positions_inc.txt.gz,m09,s03,e08,1,-9.350991,3.450000,1065.982737,8815.562069,259.313724,345,2421.522276,30483.144403,612.634679,235.867747,143.819402,273.629695,10256.868188,-3.614001,5243.015395,177.610293,4.673095,-4.422467,-1.153987
m09_s03_e09_positions_inc.txt.gz,m09,s03,e09,1,-8.800479,3.120000,795.607585,5922.190584,195.573239,312,1495.560168,21423.492222,478.645575,215.187555,32.390396,172.779149,7075.904017,-3.287610,3872.476771,160.993943,-0.966441,0.772839,-2.661108
m09_s03_e10_positions_inc.txt.gz,m09,s03,e10,1,-9.769640,3.550000,1029.895731,8465.587368,259.141401,355,4317.587101,57412.593948,624.119091,249.714784,99.936772,305.316639,12341.710231,-3.480437,8980.625921,199.470992,6.556235,-0.924576,-5.377713
m09_s04_e01_positions_inc.txt.gz,m09,s04,e01,1,-7.541597,1.510000,1281.297297,9632.096250,275.252241,151,2193.374496,39716.334550,479.130446,178.667609,26.333338,104.246567,11210.509711,-2.561722,5735.699592,135.400950,-15.619219,-0.642955,2.147747
m09_s04_e02_positions_inc.txt.gz,m09,s04,e02,1,-8.773594,2.580000,2093.531425,16499.111733,448.001422,258,4460.083298,38616.655398,1005.023248,217.852705,89.630425,514.565328,19494.328121,-2.418312,10383.069916,332.272571,-15.854286,2.633769,-25.107245
m09_s04_e03_positions_inc.txt.gz,m09,s04,e03,1,-8.777080,2.940000,3049.329193,21720.856710,689.911254,294,6463.796890,61640.654967,1681.751955,429.500804,176.260719,695.881173,26863.311753,-2.507931,15806.388016,489.042762,-13.448457,2.913305,23.972440
m09_s04_e04_positions_inc.txt.gz,m09,s04,e04,1,-8.324493,2.470000,1983.536745,14159.147846,469.496245,247,5035.881180,36003.541112,1010.374252,446.051331,151.170039,295.896348,16713.891440,-2.363971,8881.030308,342.946751,-6.434847,-13.842996,-14.500174
m09_s04_e05_positions_inc.txt.gz,m09,s04,e05,1,-9.171881,3.070000,2615.658298,21873.256508,547.735441,307,6304.348824,66563.477613,1482.196745,285.452033,180.381975,670.726658,27030.049484,-2.476049,15880.309343,463.624739,19.107076,4.598116,8.208590
m09_s04_e06_positions_inc.txt.gz,m09,s04,e06,1,-8.771958,2.560000,1720.455912,12352.011060,418.543412,256,2587.081098,31246.334293,690.329707,290.457187,88.510211,341.287304,13536.395863,-2.690434,5537.313043,200.393068,7.862102,-3.948122,-12.848380
m09_s04_e07_positions_inc.txt.gz,m09,s04,e07,1,-9.111604,2.860000,2620.274907,19564.331949,550.618366,286,5435.572781,57873.938838,1160.459424,391.556703,37.982234,520.687653,22837.083736,-2.902265,11780.038581,376.968172,-3.078859,7.713662,-12.253371
m09_s04_e08_positions_inc.txt.gz,m09,s04,e08,1,-8.203117,2.490000,1300.752225,8733.919680,284.698330,249,2759.767841,30911.115601,715.533169,288.946565,42.833486,135.863021,11005.630322,-2.395492,6696.457705,206.470313,5.183797,-4.619134,1.063273
m09_s04_e09_positions_inc.txt.gz,m09,s04,e09,1,-9.331592,2.970000,2705.355698,20635.647043,555.420461,297,4876.692423,44470.689261,1106.633548,314.344727,56.653556,468.876668,22971.984909,-3.022491,10093.669391,327.888550,-16.576511,-1.237405,-2.818231
m09_s04_e10_positions_inc.txt.gz,m09,s04,e10,1,-9.086993,2.910000,2595.335357,20997.079239,509.096393,291,5531.853277,54255.017922,1236.303213,335.352530,75.196619,480.473811,23415.362826,-2.899679,10363.487815,376.120734,13.035673,13.310362,4.503385
m09_s05_e01_positions_inc.txt.gz,m09,s05,e01,1,-9.931809,4.190000,2176.242186,15856.878829,548.719837,419,4246.741177,50798.155082,1127.130437,460.500007,217.588596,691.911686,18850.288968,-2.702173,10192.781169,245.263254,-14.305636,9.527759,24.990797
m09_s05_e02_positions_inc.txt.gz,m09,s05,e02,1,-9.369196,3.140000,2466.601479,16894.039723,565.807022,314,5034.470240,99290.926697,1044.795525,453.845680,173.102187,437.589620,20329.739392,-2.936702,11308.833963,240.086142,97.822630,-22.036080,-65.498439
m09_s05_e03_positions_inc.txt.gz,m09,s05,e03,1,-9.983231,3.570000,2107.518684,14767.467577,449.305989,357,3622.736436,47019.988692,767.006688,298.452709,248.342556,383.758888,16735.087596,-2.738849,7873.059011,166.757454,-45.885802,42.642398,48.672273
m09_s05_e04_positions_inc.txt.gz,m09,s05,e04,1,-8.998458,2.780000,2607.050090,20284.434309,600.564811,278,5861.112109,68110.057867,1203.929888,302.435251,176.219482,587.276031,23362.771413,-2.189039,11591.411169,283.735007,4.264778,-20.432045,59.680652
m09_s05_e05_positions_inc.txt.gz,m09,s05,e05,1,-9.207711,2.860000,1476.231177,10588.023192,374.376925,286,2830.370607,60519.168455,621.462201,295.511584,62.108616,360.115643,12832.012973,-2.949909,7249.435967,189.654436,24.219891,6.914060,27.980130
m09_s05_e06_positions_inc.txt.gz,m09,s05,e06,1,-9.186655,3.300000,1692.138016,11909.425127,460.772747,330,2797.226484,43840.440750,825.710378,267.382493,193.515081,539.970819,13611.740669,-2.420932,6591.287976,202.764570,-5.462547,-40.277547,-121.347447
m09_s05_e07_positions_inc.txt.gz,m09,s05,e07,1,-8.720029,2.140000,2213.516659,19266.314950,484.818144,214,4936.267570,93165.137052,982.183745,238.072158,216.889089,475.520790,24552.876948,-3.161430,15220.146998,241.373456,80.059843,77.729004,146.371395
m09_s05_e08_positions_inc.txt.gz,m09,s05,e08,1,-8.969693,2.130000,1245.949560,10090.649621,311.857747,213,3443.491915,76972.759904,489.854514,169.532991,57.431215,290.815385,13971.463527,-2.437487,9663.362940,124.611176,-49.438938,-14.619234,30.050847
m09_s05_e09_positions_inc.txt.gz,m09,s05,e09,1,-8.115048,2.330000,1433.339984,9367.422710,385.377089,233,3595.206864,42860.796796,718.307583,195.897727,39.345430,376.756144,11679.839554,-2.376234,6976.391888,179.797497,50.879773,12.385511,-3.443503
m09_s05_e10_positions_inc.txt.gz,m09,s05,e10,1,-8.830563,3.010000,1480.946098,9759.707263,413.839277,301,3228.433716,23529.524446,729.065344,276.215421,86.594815,493.308465,11546.468894,-2.290038,6170.012808,195.777373,-57.959330,-11.572028,-59.092428
m09_s06_e01_positions_inc.txt.gz,m09,s06,e01,1,-8.542609,1.770000,3272.114013,29132.981045,540.198929,177,6679.413856,66686.580239,1124.731097,294.980999,13.572981,329.206489,34205.246937,-2.346548,17923.959759,318.843800,-72.619003,2.188710,-60.939795
m09_s06_e02_positions_inc.txt.gz,m09,s06,e02,1,-8.915241,1.790000,3697.445779,32913.074491,578.460139,179,5766.650691,79585.528854,990.352417,353.925361,33.881117,242.757660,35680.439121,-2.660021,13777.636351,332.686510,5.933835,-1.251978,-38.860935
m09_s06_e03_positions_inc.txt.gz,m09,s06,e03,1,-9.204800,2.100000,3040.256303,26129.069545,552.344679,210,4633.789491,81703.070351,902.204365,376.547002,43.522515,267.842322,29564.655508,-2.858876,13832.591226,290.462264,1.096945,4.415977,-0.773844
m09_s06_e04_positions_inc.txt.gz,m09,s06,e04,1,-9.174926,2.000000,1975.083566,20175.264620,356.328507,200,4639.001550,78108.879827,695.922613,300.286873,53.735348,132.790505,24172.734155,-2.594706,13314.645096,204.322489,30.948975,-11.506262,16.186709
m09_s06_e05_positions_inc.txt.gz,m09,s06,e05,1,-8.828367,2.250000,1192.132996,10365.507541,244.778634,225,2963.718428,31740.855896,509.327914,228.708431,27.854187,138.077875,12467.496911,-2.182768,6927.823081,160.630339,26.647638,6.185196,53.175287
m09_s06_e06_positions_inc.txt.gz,m09,s06,e06,1,-7.992557,1.650000,1366.223407,12680.462949,253.974242,165,2876.654944,35103.176319,557.571409,200.468177,29.307172,105.022239,14309.892524,-2.687242,6631.657669,160.936499,-35.520056,-11.617579,7.735457
m09_s06_e07_positions_inc.txt.gz,m09,s06,e07,1,-8.576027,2.070000,1893.779239,16337.403832,351.265066,207,4893.365007,46496.504857,807.297234,208.435701,102.940599,328.118140,19739.604861,-2.284489,11078.864387,259.283341,19.399362,-24.730796,-90.479820
m09_s06_e08_positions_inc.txt.gz,m09,s06,e08,1,-8.803586,2.410000,1391.265645,11176.770842,260.888130,241,3004.938436,26311.895763,595.258468,188.622852,147.506839,182.538565,12982.383776,-2.706405,6604.701511,207.301799,-0.771482,-16.806812,-35.248928
m09_s06_e09_positions_inc.txt.gz,m09,s06,e09,1,-8.458478,2.030000,2240.461883,16505.898572,456.797874,203,3369.337034,44296.433105,779.205728,304.913226,229.625879,228.063252,18498.787358,-2.637899,8352.271909,239.392870,-45.946756,24.223096,11.138785
m09_s06_e10_positions_inc.txt.gz,m09,s06,e10,1,-8.841349,2.160000,2586.679838,21111.544262,513.005079,216,4153.490418,65749.570298,915.089017,356.658765,196.108310,212.451227,23969.400093,-2.651021,11350.543586,279.219942,-5.513773,4.209188,-16.707308
m09_s07_e01_positions_inc.txt.gz,m09,s07,e01,1,-6.447670,0.950000,250.800580,2499.760294,40.560792,95,356.388543,8890.338031,107.286832,21.404055,14.038593,2.532560,2911.084898,-2.725474,1491.849106,28.807916,22.112633,14.795845,0.077677
m09_s07_e02_positions_inc.txt.gz,m09,s07,e02,1,-8.293918,1.540000,418.083678,3936.059556,56.000161,154,796.149983,12350.120126,135.062153,28.456149,16.690803,10.137329,4469.449787,-4.151465,2117.407982,29.625396,4.118211,-6.195292,1.978472
m09_s07_e03_positions_inc.txt.gz,m09,s07,e03,1,-7.703601,1.410000,323.189869,3069.048043,44.488103,141,756.932356,6372.274333,121.742183,24.259442,4.181405,10.789065,3423.166405,-2.924351,1516.249434,33.457265,2.434678,2.256872,-1.059807
m09_s07_e04_positions_inc.txt.gz,m09,s07,e04,1,-9.181333,1.990000,236.658510,2643.110349,52.983811,199,425.740136,9490.447224,88.349905,38.074133,17.989463,41.353438,3101.898572,-3.018958,1623.496977,18.892421,5.045003,-3.881118,14.664951
m09_s07_e05_positions_inc.txt.gz,m09,s07,e05,1,-8.013015,1.740000,576.215860,4735.824699,117.863573,174,1283.265699,10719.200847,222.002432,60.001036,41.966454,54.684671,5315.424122,-2.238574,2413.648279,46.566835,4.486744,-4.206072,1.270147
m09_s07_e06_positions_inc.txt.gz,m09,s07,e06,1,-7.998782,1.680000,653.048010,5233.280400,128.972748,168,1050.432696,11317.797715,221.709494,87.176328,37.221639,50.276005,5555.635476,-2.235165,1864.902622,54.550138,10.325669,14.397293,-11.293318
m09_s07_e07_positions_inc.txt.gz,m09,s07,e07,1,-8.016120,1.690000,650.505877,6205.969207,140.090528,169,1323.792406,10846.494003,263.412328,103.471909,30.818764,112.994858,6599.094195,-2.349033,2243.655587,70.254252,-12.683986,12.192449,-64.474334
m09_s07_e08_positions_inc.txt.gz,m09,s07,e08,1,-9.145329,2.280000,717.785726,6382.521690,140.152095,228,1500.440250,31004.765918,263.740309,125.464615,56.312199,118.439860,7415.785871,-3.251206,3775.883599,77.221549,21.362580,-6.930496,51.993886
m09_s07_e09_positions_inc.txt.gz,m09,s07,e09,1,-8.536866,2.310000,704.780132,6408.105324,197.405004,231,1955.497705,15517.438795,363.575991,189.082068,37.970911,112.210156,7394.931111,-2.912500,3690.689948,92.350280,-1.100874,-8.043226,-0.505310
m09_s07_e10_positions_inc.txt.gz,m09,s07,e10,1,-8.754576,1.790000,518.281565,4630.438490,81.523452,179,1236.545730,14809.284006,156.533659,59.984420,24.753121,25.290745,5204.273698,-2.981476,2375.606051,34.998841,-21.919830,-4.964371,1.945556
m09_s08_e01_positions_inc.txt.gz,m09,s08,e01,1,-7.619438,1.180000,4444.022258,43176.620192,774.776414,118,11249.402009,108461.556756,1449.515871,280.663309,71.068627,404.000384,51043.434557,-2.277902,27225.203033,390.588761,-135.827343,29.980021,60.631450
m09_s08_e02_positions_inc.txt.gz,m09,s08,e02,1,-9.267591,2.200000,2331.166577,21551.276666,363.428502,220,5496.843529,55611.675838,795.025923,260.194110,31.340460,229.362169,25071.426584,-2.255457,12810.890094,245.960102,58.490741,-2.708583,-12.516171
m09_s08_e03_positions_inc.txt.gz,m09,s08,e03,1,-8.515451,1.260000,3781.896076,41210.202581,549.492531,126,9533.752776,87770.213508,940.422845,290.095591,23.464397,218.437122,46975.786823,-2.168045,22548.697322,296.787800,-110.391187,-11.830106,-6.846690
m09_s08_e04_positions_inc.txt.gz,m09,s08,e04,1,-8.571158,1.560000,3453.739402,36380.861000,603.761980,156,7859.063056,91060.914760,1048.707564,303.653789,64.333422,301.360039,39099.470624,-2.148091,14324.857976,291.674009,-9.834339,9.491832,-1.068019
m09_s08_e05_positions_inc.txt.gz,m09,s08,e05,1,-8.494310,2.020000,3066.817999,26503.520137,670.048885,202,5800.961640,103231.477869,1252.887395,422.520344,33.041926,414.585320,30507.102100,-2.583718,15107.835678,306.942715,8.388233,0.215542,-21.969467
m09_s08_e06_positions_inc.txt.gz,m09,s08,e06,1,-8.118226,1.740000,3319.734400,27339.008002,655.620344,174,5624.282003,76483.451809,1206.524532,407.565726,130.391052,325.250548,30448.273759,-2.558598,13404.328270,324.644122,-23.076643,29.763137,14.041230
m09_s08_e07_positions_inc.txt.gz,m09,s08,e07,1,-9.000612,2.070000,3499.322343,32686.488986,679.030512,207,5810.998270,111494.461360,1185.484709,393.145856,61.382174,490.622286,35842.524620,-2.302492,14706.461467,294.350757,9.546294,-24.576575,-62.066099
m09_s08_e08_positions_inc.txt.gz,m09,s08,e08,1,-8.746687,2.190000,3564.679853,26466.945857,718.478036,219,4880.139510,99885.523937,1215.186544,430.655555,42.417983,444.042208,29736.904081,-2.426659,13556.704663,311.788786,7.297810,5.039408,47.726106
m09_s08_e09_positions_inc.txt.gz,m09,s08,e09,1,-8.571025,1.800000,4335.016327,39882.192151,679.288460,180,9002.968946,66376.874817,1424.743331,346.271569,92.048673,438.268799,42855.075582,-2.271952,15683.375031,479.448235,-30.424403,29.288369,5.404882
m09_s08_e10_positions_inc.txt.gz,m09,s08,e10,1,-8.493901,1.760000,3534.886839,28302.587337,671.704685,176,5035.454767,77284.879129,1064.813045,415.312241,57.918726,291.352051,31873.625770,-2.546057,14659.180391,285.266811,-8.929361,-33.366150,-8.528359
m09_s09_e01_positions_inc.txt.gz,m09,s09,e01,1,-9.049413,2.170000,2536.520258,23718.622775,441.181021,217,5309.277319,106507.105061,990.494384,359.018673,65.662888,251.812687,28590.220084,-2.922602,15963.321024,315.882428,-82.107435,-27.776365,-81.794727
m09_s09_e02_positions_inc.txt.gz,m09,s09,e02,1,-9.493554,2.730000,2773.719228,24138.274371,490.298376,273,6156.757743,66977.969628,1099.161301,382.426977,139.345401,269.352116,28074.791758,-3.181473,14336.584065,325.406411,3.344914,13.687318,10.244288
m09_s09_e03_positions_inc.txt.gz,m09,s09,e03,1,-9.124830,2.590000,2457.331542,19940.475627,463.164138,259,6052.178738,58524.610119,1085.429236,374.403906,83.195279,303.866969,24950.740320,-2.710530,14997.228887,296.027487,27.187067,-7.647788,0.652144
m09_s09_e04_positions_inc.txt.gz,m09,s09,e04,1,-8.811709,2.220000,2636.818750,22446.190059,447.004021,222,5091.561485,53097.341430,1007.521986,286.230259,71.500505,298.849772,24955.329728,-2.540046,10905.825675,287.950759,7.927485,-0.468925,-59.158399
m09_s09_e05_positions_inc.txt.gz,m09,s09,e05,1,-9.212191,2.660000,2421.444288,18173.620918,465.802799,266,3866.527056,36510.628011,878.910950,314.377792,129.989778,314.554944,20277.965490,-2.691053,8995.298058,268.165815,-9.516557,5.845970,-0.279259
m09_s09_e06_positions_inc.txt.gz,m09,s09,e06,1,-9.286245,2.610000,2424.901571,18314.511252,528.997601,261,4963.752561,58051.689260,821.128650,417.869760,172.168462,271.675341,20227.064465,-2.615833,8585.616722,230.776484,-32.037358,7.910248,-10.643517
m09_s09_e07_positions_inc.txt.gz,m09,s09,e07,1,-9.495089,2.990000,2043.603287,16378.433641,489.452393,299,3131.092412,50139.434974,822.283190,450.065698,111.950542,285.508948,18337.794478,-3.104898,8247.521919,240.211289,8.352862,0.778682,12.382200
m09_s09_e08_positions_inc.txt.gz,m09,s09,e08,1,-9.702902,2.660000,2938.378887,25335.659260,523.798329,266,5613.954016,67004.325571,989.177402,418.997631,129.652474,310.584356,29168.238729,-3.006568,14453.045368,318.643246,24.236811,-9.513788,-21.462151
m09_s09_e09_positions_inc.txt.gz,m09,s09,e09,1,-9.281720,2.610000,3137.242641,25223.902193,550.916212,261,5617.998409,56521.908015,1177.538985,395.467741,203.056216,335.461687,28941.058805,-2.785032,14189.420105,342.756253,-12.309594,21.940121,11.373989
m09_s09_e10_positions_inc.txt.gz,m09,s09,e10,1,-9.510964,2.570000,2535.238274,21642.961889,519.332955,257,4800.424852,58921.909655,895.896149,385.264519,168.474235,283.247844,25271.875336,-2.856115,13047.983894,261.675823,4.938222,-11.722855,5.506797
m09_s10_e01_positions_inc.txt.gz,m09,s10,e01,1,-9.007636,2.320000,270.013624,2875.734613,49.897762,232,681.363456,7571.821419,122.857656,52.256024,17.485588,42.616880,3141.619746,-2.404007,1264.881443,30.939796,10.367429,7.494329,-18.166543
